Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
2520 PILLSBURY AVE,44.956668853800004,-93.2813796997,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2520 STEVENS AVE S,44.9562644958,-93.2756576538,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2521 23RD AVE NE,45.01125,-93.225142,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2521 3RD ST N,45.005489349399994,-93.2834320068,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2521 COLE AVE SE,44.9847640991,-93.216796875,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2521 GIRARD AVE N,45.0056838989,-93.297164917,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2521 HUMBOLDT AVE S,44.9562644958,-93.2981338501,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2521 PILLSBURY AVE,44.956615448,-93.2811584473,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2521 PLEASANT AVE,44.9561920166,-93.28290557860001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2521 PLEASANT AVE,44.956703186000006,-93.28280639649999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2521 QUEEN AVE N,45.005867004399995,-93.3097076416,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2522 30TH AVE S,44.9565734863,-93.2282409668,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2522 CLINTON AVE S,44.9565391541,-93.2714767456,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2522 OAKLAND AVE S,44.956340789799995,-93.26628875729999,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2522 PILLSBURY AVE,44.9566383362,-93.2811813354,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2522 UPTON AVE N,45.005679,-93.314293,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
2523 10TH AVE S,44.956340789799995,-93.25988769530001,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2523 10TH AVE S,44.956420898400005,-93.25958251950001,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2523 3RD ST N,45.0055923462,-93.28343963620001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2523 CLINTON AVE S,44.9563751221,-93.27138519290001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2523 GIRARD AVE N,45.0057258606,-93.2972183228,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2523 IRVING AVE N,45.005390167200005,-93.29948425290002,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2523 JAMES AVE N,45.0056152344,-93.3007278442,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2523 VINCENT AVE N,45.005336,-93.315895,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2524 CLINTON AVE S,44.956394195600005,-93.27152252200001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2524 COLE AVE SE,44.9845504761,-93.21649932860001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
2524 LINCOLN ST NE,45.013961791999996,-93.2384719849,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2524 PILLSBURY AVE,44.9564666748,-93.28125,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2524 PLEASANT AVE,44.9568939209,-93.28254699709998,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2524 STEVENS AVE S,44.9561195374,-93.27562713620001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2525 5TH AVE S,44.956005096400006,-93.2689971924,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2525 CLINTON AVE S,44.956489563000005,-93.2714233398,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2525 COLE AVE SE,44.984687805200004,-93.2167053223,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2525 DUPONT AVE N,45.005729675299996,-93.2926101685,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2525 GARFIELD AVE S,44.9564323425,-93.2867660522,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2525 HARRIET AVE S,44.9565582275,-93.28539276120001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2525 HUMBOLDT AVE S,44.9560432434,-93.2981872559,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2525 PILLSBURY AVE,44.9565429688,-93.2811660767,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2526 12TH AVE S,44.95663452149999,-93.2571640015,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2526 5TH AVE S,44.957775116,-93.26825714110001,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2526 6TH ST N,45.0103530884,-93.2864227295,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2526 CLINTON AVE S,44.9563789368,-93.2715530396,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2526 COLUMBUS AVE S,44.9551429749,-93.263458252,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2526 HARRIET AVE S,44.9564781189,-93.28553771969999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2526 HARRIET AVE S,44.9571342468,-93.28553771969999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2526 PILLSBURY AVE,44.9564781189,-93.2811965942,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2526 PILLSBURY AVE,44.956554412799996,-93.2813415527,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2526 STEVENS AVE S,44.956005096400006,-93.2754669189,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2527 10TH AVE S,44.9563369751,-93.2599716187,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2527 3RD ST N,45.005668640100005,-93.28344726559999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2527 5TH AVE S,44.956001281700004,-93.2691574097,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2527 DUPONT AVE N,45.005821228,-93.29261779790001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2527 QUEEN AVE N,45.006172180200004,-93.30927276610001,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2528 12TH AVE S,44.9565467834,-93.25770568850001,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2528 16TH AVE S,44.956142425500005,-93.25135803219999,East Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2528 5TH AVE S,44.95593643189999,-93.268913269,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2528 COLUMBUS AVE S,44.9556007385,-93.26402282709999,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2528 LINCOLN ST NE,45.0141296387,-93.2385025024,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2528 PILLSBURY AVE,44.9563598633,-93.2814025879,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2528 PLEASANT AVE,44.9564094543,-93.2828445435,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2529 COLE AVE SE,44.984634399399994,-93.2166061401,Como,University,2,Xerxes,3,4,02/25/2018,00:00
2529 HUMBOLDT AVE S,44.955825805699995,-93.29816436770001,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2529 PLEASANT AVE,44.956047058100005,-93.28288269040002,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
253 HUMBOLDT AVE N,44.979640960699996,-93.29825592040001,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
2530 12TH AVE S,44.956531524700004,-93.2581787109,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2530 3RD ST NE,45.0142326355,-93.2646484375,Marshall Terrace,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2530 CLINTON AVE S,44.9563064575,-93.2716369629,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2530 LINCOLN ST NE,45.0141906738,-93.2384796143,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2531 COLUMBUS AVE S,44.955856323199995,-93.2640151978,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2531 HUMBOLDT AVE S,44.9558181763,-93.298324585,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2531 THOMAS AVE N,45.005882,-93.313565,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
2532 CLINTON AVE S,44.9561805725,-93.2713165283,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2532 PILLSBURY AVE,44.9562606812,-93.2812728882,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2532 STEVENS AVE S,44.9559898376,-93.2754135132,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2533 CLINTON AVE S,44.95621490479999,-93.27137756350001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2533 GARFIELD AVE S,44.9561691284,-93.28679656979999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2534 11TH AVE S,44.95593643189999,-93.2586593628,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2534 12TH AVE S,44.955768585200005,-93.2569122314,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2534 CLINTON AVE S,44.95617294310001,-93.2713317871,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2534 OAKLAND AVE S,44.956691741899995,-93.26537323,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2534 PILLSBURY AVE,44.9561233521,-93.28135681149999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2534 STEVENS AVE S,44.9559402466,-93.275390625,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2535 12TH AVE S,44.9557495117,-93.2575378418,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2535 5TH AVE S,44.9560852051,-93.2687683105,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2535 CLINTON AVE S,44.956111908000004,-93.27136230469999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2535 HUMBOLDT AVE S,44.9556770325,-93.2982254028,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2535 PILLSBURY AVE,44.9563598633,-93.2813415527,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2536 CLINTON AVE S,44.9561576843,-93.27138519290001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2536 HARRIET AVE S,44.9562644958,-93.2853546143,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2536 OAKLAND AVE S,44.956691741899995,-93.26537323,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2536 OAKLAND AVE S,44.956691741899995,-93.26537323,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2537 5TH AVE S,44.9560432434,-93.2689666748,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2537 CLINTON AVE S,44.9560241699,-93.2715759277,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2537 JACKSON ST NE,45.0143013,-93.2491073608,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2537 PILLSBURY AVE,44.956245422399995,-93.2812805176,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2537 PILLSBURY AVE,44.956134796099995,-93.28125,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2538 5TH AVE S,44.9556350708,-93.26927185059999,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2538 CLINTON AVE S,44.956005096400006,-93.271484375,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2538 OAKLAND AVE S,44.956771850600006,-93.26733398440001,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2538 PLEASANT AVE,44.9560432434,-93.28296661379999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2538 STEVENS AVE S,44.956176757799994,-93.2755813599,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2539 12TH AVE S,44.9558296204,-93.25730896,Midtown Phillips,Phillips,9,Xerxes,3,3,02/25/2018,00:00
2539 5TH AVE S,44.9562301636,-93.26879119870001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2539 CLINTON AVE S,44.9559173584,-93.27152252200001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2539 COLUMBUS AVE S,44.955493927,-93.26396942139999,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
254 IRVING AVE N,44.9797325134,-93.29945373540001,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
2540 CLINTON AVE S,44.955898284899995,-93.2714004517,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2540 OAKLAND AVE S,44.9562225342,-93.2665786743,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2540 PLEASANT AVE,44.955974578900005,-93.282875061,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2540 STEVENS AVE S,44.955768585200005,-93.275390625,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2541 CLINTON AVE S,44.9558601379,-93.2715148926,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2541 COLUMBUS AVE S,44.9555664063,-93.26398468020001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2541 GARFIELD AVE S,44.9558525085,-93.28675842290001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2541 PILLSBURY AVE,44.9561195374,-93.2811737061,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2542 11TH AVE S,44.9557800293,-93.2590408325,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2542 11TH AVE S,44.956005096400006,-93.25875091549999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2542 HARRIET AVE S,44.955856323199995,-93.2856674194,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2542 LINCOLN ST NE,45.014503479,-93.2384490967,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2542 PILLSBURY AVE,44.955726623500006,-93.2811889648,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2542 STEVENS AVE S,44.955745697,-93.2753829956,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2543 5TH AVE S,44.9562225342,-93.2691040039,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2543 CLINTON AVE S,44.955856323199995,-93.2714385986,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2543 GARFIELD AVE S,44.9557037354,-93.2868423462,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2543 PILLSBURY AVE,44.9560279846,-93.2811889648,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2543 STEVENS AVE S,44.9558105469,-93.2752761841,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2544 GRAND AVE S,44.955821991,-93.28421783450001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2544 HARRIET AVE S,44.955715179399995,-93.2854919434,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2544 OAKLAND AVE S,44.9552307129,-93.2668228149,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2544 PILLSBURY AVE,44.9556732178,-93.2811355591,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2544 PLEASANT AVE,44.9560508728,-93.2827301025,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2545 CLINTON AVE S,44.9557991028,-93.27144622799999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2545 GARFIELD AVE S,44.9556655884,-93.286819458,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2545 JACKSON ST NE,45.0146865845,-93.24912261959999,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2545 PILLSBURY AVE,44.9558105469,-93.2812576294,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2545 PLEASANT AVE,44.9558296204,-93.2827835083,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2546 11TH AVE S,44.9557723999,-93.2592773438,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2546 LINCOLN ST NE,45.0145759583,-93.2384338379,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2547 HARRIET AVE S,44.9557533264,-93.28545379639999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2547 HARRIET AVE S,44.9561195374,-93.28533935549999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2547 JEFFERSON ST NE,45.0146141052,-93.25550842290001,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2548 GARFIELD ST NE,45.0149497986,-93.2333068848,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2548 MADISON ST NE,45.0149230957,-93.2543334961,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
255 HUMBOLDT AVE N,44.9797096252,-93.29824829100001,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
2550 PILLSBURY AVE,44.955692291300004,-93.2811355591,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2554 JEFFERSON ST NE,45.016101837200004,-93.2491531372,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
26 32ND ST W,44.9447402954,-93.2790908813,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
26 4TH AVE N,44.9879341125,-93.2700042725,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
26 OAK GROVE ST,44.9664955139,-93.2792739868,Loring Park,Central,7,Xerxes,2,3,02/24/2018,00:00
26 UNIVERSITY AVE NE,44.988830566400004,-93.25709533690001,Nicollet Island - East Bank,University,3,Xerxes,1,2,02/23/2018,00:00
260 GIRARD AVE N,44.9798164368,-93.297203064,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
2600 3RD AVE S,44.9553833008,-93.2728729248,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2600 PLEASANT AVE,44.9553833008,-93.2831268311,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2601 GARFIELD AVE S,44.9554023743,-93.2866897583,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2601 HARRIET AVE S,44.9554595947,-93.2855758667,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2601 HUMBOLDT AVE S,44.9553108215,-93.2983398438,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2601 IRVING AVE N,45.0061340332,-93.29934692379999,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2602 14TH AVE S,44.9554595947,-93.25498199459999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2602 3RD AVE S,44.9553146362,-93.27278137209998,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2602 KNOX AVE N,45.006172180200004,-93.30185699459999,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2602 PILLSBURY AVE,44.9552955627,-93.2813186646,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2603 GIRARD AVE N,45.006145477299995,-93.2968292236,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2603 HUMBOLDT AVE S,44.955307006800005,-93.29842376709999,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2603 IRVING AVE N,45.0061645508,-93.2993392944,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2603 TALMAGE AVE SE,44.989780426,-93.2160873413,Como,University,1,Xerxes,3,4,02/25/2018,00:00
2604 DUPONT AVE N,45.006111145,-93.2930450439,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2604 IRVING AVE N,45.0061378479,-93.29936981200001,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2604 KNOX AVE N,45.006229400600006,-93.3018722534,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2605 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2605 2ND AVE S,44.9551887512,-93.2740707397,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2605 3RD AVE S,44.955493927,-93.27284240719999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2605 40TH ST E,44.9305305481,-93.2344284058,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
2605 59TH ST W,44.8961830139,-93.31273651120001,Armatage,Southwest,13,Xerxes,3,5,02/25/2018,00:00
2605 COLFAX AVE N,45.006267547600004,-93.2918395996,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2605 DELAWARE ST SE,44.971809387200004,-93.22054290770001,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
2605 IRVING AVE N,45.0061683655,-93.29934692379999,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2606 HUMBOLDT AVE N,45.006191253699996,-93.2980651855,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2606 PILLSBURY AVE,44.955169677700006,-93.28135681149999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2606 VINCENT AVE N,45.006298,-93.315793,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
2607 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2607 3RD ST N,45.006275177,-93.283454895,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2607 COLFAX AVE N,45.0063095093,-93.291847229,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2607 COLUMBUS AVE S,44.955127716099994,-93.2640075684,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2607 HARRIET AVE S,44.955165863000005,-93.2856216431,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2607 JACKSON ST NE,45.0152778625,-93.2491149902,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2608 39TH AVE N,45.0259170532,-93.31357574459999,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
2608 3RD AVE S,44.95520401,-93.27281188959999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2608 3RD AVE S,44.954879760699995,-93.2727355957,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2608 3RD AVE S,44.95495224,-93.2727432251,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2608 4TH ST N,45.006225585900005,-93.28490448,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2608 DUPONT AVE N,45.0062637329,-93.2930450439,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2608 PILLSBURY AVE,44.9550933838,-93.2813415527,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2609 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2609 COLUMBUS AVE S,44.955131530799996,-93.26393127440001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2609 HARRIET AVE S,44.955097198500006,-93.2854614258,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2609 HUMBOLDT AVE N,45.0063476563,-93.29811096190001,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2610 2ND AVE S,44.9548988342,-93.27417755129999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2610 39TH AVE N,45.02597045899999,-93.3139801025,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
2610 4TH ST N,45.0063209534,-93.28491210940001,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2610 HUMBOLDT AVE N,45.0063934326,-93.2980728149,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2610 PILLSBURY AVE,44.9550361633,-93.2813796997,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2610 VINCENT AVE N,45.006396,-93.31582399999999,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
2611 3RD ST N,45.0063705444,-93.28346252440001,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2611 CLINTON AVE S,44.9551239014,-93.2718582153,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2611 DUPONT AVE N,45.0063552856,-93.2930221558,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2611 JACKSON ST NE,45.0153465271,-93.2491378784,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2611 JACKSON ST NE,45.0154724121,-93.2491073608,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2611 PLEASANT AVE,44.955097198500006,-93.28285217290001,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2612 14TH AVE S,44.954948425299996,-93.25500488280001,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2612 2ND AVE S,44.9547042847,-93.2741394043,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2612 3RD AVE S,44.9549102783,-93.27293396,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2612 4TH ST N,45.0064468384,-93.28489685059999,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2612 HUMBOLDT AVE N,45.0063743591,-93.2980728149,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2612 IRVING AVE N,45.006313324,-93.2993774414,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2613 3RD AVE S,44.955028533900006,-93.2726745605,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2613 3RD ST N,45.0064468384,-93.28344726559999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2613 DUPONT AVE N,45.0063476563,-93.2930984497,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2613 HUMBOLDT AVE S,44.9553794861,-93.29843139649999,East Isles,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2613 JACKSON ST NE,45.015495300299996,-93.2490997314,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2613 PLEASANT AVE,44.955097198500006,-93.2829360962,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2613 QUEEN AVE N,45.0065345764,-93.3092346191,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2614 2ND AVE S,44.954792022700005,-93.2741088867,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2614 4TH ST N,45.006465911899994,-93.2848892212,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
