Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Emergency,Day,Date,Time
3406 COLFAX AVE S,44.941032,-93.291946,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:06
3224 ELLIOT AVE,44.943677,-93.26131,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:06
204 12TH AVE NE,44.999815999999996,-93.265838,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:06
2442 STEVENS AVE S,44.957676,-93.275637,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:06
2206 SHERIDAN AVE N,45.001814,-93.31175,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:06
3404 COLFAX AVE S,44.941032,-93.291946,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:07
3402 COLFAX AVE S,44.941098,-93.291963,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:07
1200 34TH ST W,44.941317,-93.29464899999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:07
3128 PLEASANT AVE,44.945491,-93.283067,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:07
3104 ELLIOT AVE,44.946206,-93.26130500000001,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:07
3106 OAKLAND AVE S,44.946267999999996,-93.266419,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:07
1026 JAMES AVE N,44.988285999999995,-93.300667,5,Near North,Near - North,1,Howe,2,04/16/2018,12:07
3320 THOMAS AVE N,45.015671000000005,-93.313084,4,Camden,Cleveland,1,Howe,2,04/16/2018,12:07
1204 34TH ST W,44.941309999999994,-93.29469300000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:08
3102 ELLIOT AVE,44.946209,-93.26126,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:08
3104 OAKLAND AVE S,44.946290000000005,-93.266446,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:08
1722 TYLER ST NE,45.00563,-93.246038,1,Northeast,Northeast Park,2,Howe,2,04/16/2018,12:08
2432 STEVENS AVE S,44.958153,-93.275673,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:08
3104 OAKLAND AVE S,44.946296000000004,-93.26647,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:09
166 12TH AVE NE,44.999829,-93.26641,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:09
2040 JAMES AVE N,45.000689,-93.301895,5,Near North,Jordan,1,Howe,2,04/16/2018,12:09
1618 TYLER ST NE,45.005071,-93.246033,1,Northeast,Northeast Park,2,Howe,2,04/16/2018,12:09
1626 TYLER ST NE,45.005299,-93.24597800000001,1,Northeast,Northeast Park,2,Howe,2,04/16/2018,12:09
3302 PLEASANT AVE,44.942777,-93.283076,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:10
3040 10TH AVE S,44.946971000000005,-93.260018,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:10
3434 COLFAX AVE N,45.017946,-93.291818,4,Camden,McKinley,1,Howe,2,04/16/2018,12:10
2918 CLEVELAND ST NE,45.020875,-93.230707,1,Northeast,Waite Park,2,Howe,2,04/16/2018,12:10
2324 SHERIDAN AVE N,45.003271999999996,-93.311761,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:10
1506 34TH ST W,44.941349,-93.29901,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,12:11
3232 COLFAX AVE S,44.942326,-93.292126,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:11
3228 COLFAX AVE S,44.943809,-93.291956,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:11
1812 27TH ST E,44.954088,-93.248574,9,Phillips,East Phillips,3,Howe,2,04/16/2018,12:11
1030 JAMES AVE N,44.988307,-93.30074300000001,5,Near North,Near - North,1,Howe,2,04/16/2018,12:11
450 BUCHANAN ST NE,44.994792,-93.239735,3,Northeast,Beltrami,2,Howe,2,04/16/2018,12:11
2114 ILLION AVE N,45.001371999999996,-93.302918,5,Near North,Jordan,1,Howe,2,04/16/2018,12:11
3306 THOMAS AVE N,45.015437,-93.313164,4,Camden,Cleveland,1,Howe,2,04/16/2018,12:11
2410 STEVENS AVE S,44.958715000000005,-93.275654,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:11
2328 32ND ST E,44.94495,-93.237837,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:11
3304 PLEASANT AVE,44.942757,-93.28304,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:12
3044 OAKLAND AVE S,44.946808000000004,-93.266491,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:12
1810 27TH ST E,44.953762,-93.248548,9,Phillips,East Phillips,3,Howe,2,04/16/2018,12:12
1800 4TH AVE S,44.965078999999996,-93.270276,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,12:12
3040 OAKLAND AVE S,44.947004,-93.26650699999999,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:13
1820 27TH ST E,44.953546,-93.247602,9,Phillips,East Phillips,3,Howe,2,04/16/2018,12:13
1720 ROLLINS AVE SE,44.985335,-93.227784,2,University,Como,4,Howe,2,04/16/2018,12:13
1038 JAMES AVE N,44.988611999999996,-93.300636,5,Near North,Near - North,1,Howe,2,04/16/2018,12:13
2116 ILLION AVE N,45.001468,-93.30290699999999,5,Near North,Jordan,1,Howe,2,04/16/2018,12:13
1918 POLK ST NE,45.008497,-93.2458,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:13
2340 SHERIDAN AVE N,45.003710999999996,-93.31173299999999,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:13
410 48TH ST W,44.915983000000004,-93.284953,11,Southwest,Tangletown,5,Howe,2,04/16/2018,12:14
3520 39TH AVE S,44.938851,-93.216814,12,Longfellow,Howe,6,Howe,2,04/16/2018,12:14
1604 34TH ST W,44.941348,-93.302361,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,12:14
3308 PLEASANT AVE,44.942685,-93.283037,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:14
3044 COLFAX AVE S,44.946864,-93.291952,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:14
2202 ILLION AVE N,45.00181,-93.30285500000001,5,Near North,Jordan,1,Howe,2,04/16/2018,12:14
3254 THOMAS AVE N,45.014692,-93.313181,4,Camden,Cleveland,1,Howe,2,04/16/2018,12:14
2300 STEVENS AVE S,44.96014,-93.275876,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:14
2318 32ND ST E,44.944974,-93.237944,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:14
3032 OAKLAND AVE S,44.947134999999996,-93.266456,9,Powderhorn,Central,5,Howe,2,04/16/2018,12:15
1802 4TH AVE S,44.96498,-93.270276,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,12:15
1716 ROLLINS AVE SE,44.985347999999995,-93.22779200000001,2,University,Como,4,Howe,2,04/16/2018,12:15
2208 POLK ST NE,45.01017,-93.245662,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:15
3004 COLFAX AVE N,45.011623,-93.29148199999999,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:15
3016 COLFAX AVE S,44.947779,-93.291947,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:16
3014 COLFAX AVE S,44.947855,-93.29207,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:16
1804 4TH AVE S,44.964836,-93.27026,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,12:16
138 14TH AVE NE,45.001929,-93.268603,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:16
2206 ILLION AVE N,45.001973,-93.30283,5,Near North,Jordan,1,Howe,2,04/16/2018,12:16
3622 CLEVELAND ST NE,45.034188,-93.23074100000001,1,Northeast,Waite Park,2,Howe,2,04/16/2018,12:16
2328 STEVENS AVE S,44.959874,-93.27587700000001,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:16
2314 32ND ST E,44.944963,-93.238168,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:16
3424 PLEASANT AVE,44.94058,-93.28306500000001,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:17
3044 12TH AVE S,44.946852,-93.257638,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:17
3012 COLFAX AVE S,44.947856,-93.292006,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,12:17
316 BUCHANAN ST NE,44.99225,-93.239717,3,Northeast,Beltrami,2,Howe,2,04/16/2018,12:17
2208 ILLION AVE N,45.002099,-93.30273299999999,5,Near North,Jordan,1,Howe,2,04/16/2018,12:17
3122 THOMAS AVE N,45.013148,-93.313181,4,Near North,Jordan,1,Howe,2,04/16/2018,12:17
310 48TH ST W,44.915986,-93.283596,11,Southwest,Tangletown,5,Howe,2,04/16/2018,12:18
3836 39TH AVE S,44.933067,-93.2164,12,Longfellow,Howe,6,Howe,2,04/16/2018,12:18
1804 4TH AVE S,44.964782,-93.270262,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,12:18
658 MADISON ST NE,44.996685,-93.253752,3,Northeast,St. Anthony East,2,Howe,2,04/16/2018,12:18
142 14TH AVE NE,45.001999999999995,-93.268423,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:18
2214 ILLION AVE N,45.002188000000004,-93.30266999999999,5,Near North,Jordan,1,Howe,2,04/16/2018,12:18
2304 POLK ST NE,45.010992,-93.245575,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:18
2312 POLK ST NE,45.011186,-93.245406,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:18
2326 STEVENS AVE S,44.959893,-93.275876,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:18
2306 32ND ST E,44.944957,-93.238596,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:18
3040 12TH AVE S,44.946939,-93.25765899999999,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:19
1320 JAMES AVE N,44.992323,-93.30065,5,Near North,Near - North,1,Howe,2,04/16/2018,12:19
140 14TH AVE NE,45.002009,-93.26849399999999,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:19
2318 POLK ST NE,45.011821999999995,-93.245552,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:19
2122 RUSSELL AVE N,45.00134,-93.31047,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:19
3516 PLEASANT AVE,44.938917,-93.28307,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:20
1814 4TH AVE S,44.964594,-93.270263,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,12:20
886 18TH AVE SE,44.986189,-93.22691800000001,2,University,Como,4,Howe,2,04/16/2018,12:20
714 MADISON ST NE,44.997327,-93.253739,3,Northeast,St. Anthony East,2,Howe,2,04/16/2018,12:20
2630 COLFAX AVE N,45.006795000000004,-93.29190200000001,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:20
3100 THOMAS AVE N,45.012389,-93.313226,4,Near North,Jordan,1,Howe,2,04/16/2018,12:20
2220 STEVENS AVE S,44.960745,-93.275873,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:20
314 BUCHANAN ST NE,44.992048,-93.23971800000001,3,Northeast,Beltrami,2,Howe,2,04/16/2018,12:21
2410 POLK ST NE,45.012617,-93.245745,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:21
2304 32ND ST E,44.944958,-93.238703,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:21
4138 39TH AVE S,44.927673999999996,-93.21639,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,12:22
3538 PLEASANT AVE,44.938342999999996,-93.283078,8,Powderhorn,Lyndale,5,Howe,2,04/16/2018,12:22
1502 ELLIOT AVE,44.967824,-93.261065,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:22
2426 POLK ST NE,45.012817,-93.245648,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:22
2428 POLK ST NE,45.013205,-93.24552800000001,1,Northeast,Audubon Park,2,Howe,2,04/16/2018,12:22
1412 MADISON ST NE,45.002403,-93.253722,1,Northeast,Logan Park,2,Howe,2,04/16/2018,12:23
2604 KNOX AVE N,45.006197,-93.30184,5,Near North,Jordan,1,Howe,2,04/16/2018,12:23
2608 COLFAX AVE N,45.006439,-93.291893,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:23
2420 POLK ST NE,45.013000000000005,-93.24571800000001,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:23
2214 STEVENS AVE S,44.96079,-93.275873,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:23
2606 KNOX AVE N,45.006198,-93.301851,5,Near North,Jordan,1,Howe,2,04/16/2018,12:24
1518 ELLIOT AVE,44.967319,-93.261113,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:25
334 14TH AVE NE,45.001954,-93.262727,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:25
1502 MADISON ST NE,45.003318,-93.253742,1,Northeast,Logan Park,2,Howe,2,04/16/2018,12:25
2608 KNOX AVE N,45.006219,-93.301873,5,Near North,Jordan,1,Howe,2,04/16/2018,12:25
2950 THOMAS AVE N,45.011,-93.31343000000001,4,Near North,Jordan,1,Howe,2,04/16/2018,12:25
2204 STEVENS AVE S,44.960865000000005,-93.275285,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:25
3030 13TH AVE S,44.947103999999996,-93.256367,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:26
1522 ELLIOT AVE,44.967239,-93.26109699999999,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:26
332 14TH AVE NE,45.001993,-93.262692,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:26
2622 KNOX AVE N,45.006555999999996,-93.30183199999999,5,Near North,Jordan,1,Howe,2,04/16/2018,12:26
1514 MADISON ST NE,45.003602,-93.253741,1,Northeast,Logan Park,2,Howe,2,04/16/2018,12:27
2638 KNOX AVE N,45.007087,-93.301873,5,Near North,Jordan,1,Howe,2,04/16/2018,12:27
2412 TAYLOR ST NE,45.012815,-93.24412199999999,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:27
2104 STEVENS AVE S,44.9615,-93.275622,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:27
1844 32ND ST E,44.944743,-93.246082,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:27
3024 13TH AVE S,44.947359999999996,-93.256281,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:28
1604 ELLIOT AVE,44.967029,-93.261101,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:28
1608 ELLIOT AVE,44.96703,-93.261128,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:28
3020 13TH AVE S,44.947832,-93.256198,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:29
2318 LAKE PL,44.959538,-93.300164,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,12:29
2202 DUPONT AVE N,45.001599,-93.292473,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:29
348 16TH AVE NE,45.004202,-93.261946,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:29
2650 KNOX AVE N,45.00759,-93.30187099999999,5,Near North,Jordan,1,Howe,2,04/16/2018,12:29
2922 THOMAS AVE N,45.010519,-93.313351,4,Near North,Jordan,1,Howe,2,04/16/2018,12:29
3016 13TH AVE S,44.947759999999995,-93.25625600000001,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:30
500 19TH ST E,44.963965,-93.268271,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,12:30
320 BRYANT AVE N,44.980915,-93.290823,5,Near North,Sumner - Glenwood,3,Howe,2,04/16/2018,12:30
2014 STEVENS AVE S,44.961971999999996,-93.275287,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:30
820 RUSSELL AVE N,44.986802000000004,-93.310746,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:30
3014 13TH AVE S,44.947790000000005,-93.25609200000001,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:31
3018 38TH AVE S,44.947863,-93.2181,2,Longfellow,Longfellow,6,Howe,2,04/16/2018,12:31
2206 TAYLOR ST NE,45.009934,-93.243791,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:31
2914 THOMAS AVE N,45.010178,-93.313251,4,Near North,Jordan,1,Howe,2,04/16/2018,12:31
824 RUSSELL AVE N,44.986965999999995,-93.310783,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:31
1630 ELLIOT AVE,44.966738,-93.26111800000001,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:32
1628 ELLIOT AVE,44.966766,-93.26111999999999,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:32
2912 THOMAS AVE N,45.01019,-93.313425,4,Near North,Jordan,1,Howe,2,04/16/2018,12:32
2012 STEVENS AVE S,44.961976,-93.275287,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:32
914 49TH ST W,44.914141,-93.291446,13,Southwest,Lynnhurst,5,Howe,2,04/16/2018,12:33
3734 COLUMBUS AVE S,44.934615,-93.26378000000001,8,Powderhorn,Central,5,Howe,2,04/16/2018,12:33
2320 LAKE PL,44.959421999999996,-93.300464,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,12:33
506 19TH ST E,44.964001,-93.267861,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,12:33
2616 DUPONT AVE N,45.006766,-93.293123,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:33
1846 QUINCY ST NE,45.007462,-93.25095400000001,1,Northeast,Logan Park,2,Howe,2,04/16/2018,12:33
1824 32ND ST E,44.944914000000004,-93.247334,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,12:33
2622 DUPONT AVE N,45.006669,-93.292969,5,Near North,Hawthorne,1,Howe,2,04/16/2018,12:34
1906 TAYLOR ST NE,45.008155,-93.243756,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:34
2020 2ND AVE S,44.961939,-93.274325,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,12:34
800 RUSSELL AVE N,44.986102,-93.311052,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:34
1914 MORGAN AVE N,44.999241999999995,-93.30438199999999,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:35
3222 KNOX AVE N,45.014070000000004,-93.301888,4,Camden,Folwell,1,Howe,2,04/16/2018,12:35
810 RUSSELL AVE N,44.986492,-93.31076800000001,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,12:35
3040 14TH AVE S,44.94706,-93.25496,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:36
730 17TH ST E,44.96628,-93.263481,6,Central,Elliot Park,3,Howe,2,04/16/2018,12:36
522 BRYANT AVE N,44.983661,-93.29086,5,Near North,Sumner - Glenwood,3,Howe,2,04/16/2018,12:36
156 15TH AVE NE,45.003046000000005,-93.267439,3,Northeast,Sheridan,2,Howe,2,04/16/2018,12:36
1904 TAYLOR ST NE,45.008093,-93.243797,1,Northeast,Windom Park,2,Howe,2,04/16/2018,12:36
3738 COLUMBUS AVE S,44.934467,-93.263761,8,Powderhorn,Central,5,Howe,2,04/16/2018,12:37
3504 37TH AVE S,44.939145,-93.218976,12,Longfellow,Howe,6,Howe,2,04/16/2018,12:37
3038 14TH AVE S,44.9473,-93.254947,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:37
1916 PLEASANT AVE,44.963006,-93.283367,7,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,08:54
28 UNIVERSITY AVE NE,44.988904,-93.257005,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:04
702 5TH AVE SE,44.98872,-93.24577,3,University,Marcy Holmes,4,Howe,2,04/16/2018,08:54
26 UNIVERSITY AVE NE,44.988803000000004,-93.256958,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:05
3220 KNOX AVE N,45.013996999999996,-93.301884,4,Camden,Folwell,1,Howe,2,04/16/2018,12:37
20 UNIVERSITY AVE NE,44.988579,-93.25685899999999,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:07
22 UNIVERSITY AVE NE,44.988714,-93.256935,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:07
1536 32ND ST E,44.944913,-93.251723,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,12:37
726 5TH AVE SE,44.989258,-93.245267,3,University,Marcy Holmes,4,Howe,2,04/16/2018,08:54
706 1ST ST N,44.989633000000005,-93.27502700000001,3,Central,North Loop,1,Howe,1,04/15/2018,21:09
3808 PILLSBURY AVE,44.933702000000004,-93.281397,8,Southwest,King Field,5,Howe,2,04/16/2018,12:38
2214 4TH ST N,45.001919,-93.284774,5,Near North,Hawthorne,1,Howe,2,04/16/2018,08:54
114 2ND ST N,44.984192,-93.269615,3,Central,North Loop,3,Howe,1,04/15/2018,21:10
3512 QUEEN AVE N,45.019125,-93.30951400000001,4,Camden,Cleveland,1,Howe,2,04/16/2018,08:54
5 UNIVERSITY AVE NE,44.988873999999996,-93.257063,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:10
4022 GIRARD AVE N,45.02844,-93.297026,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,08:54
3740 COLUMBUS AVE S,44.934422999999995,-93.263773,8,Powderhorn,Central,5,Howe,2,04/16/2018,12:38
748 CENTRAL AVE NE,44.991273,-93.25120799999999,3,University,Marcy Holmes,2,Howe,1,04/15/2018,21:10
3436 FREMONT AVE S,44.940126,-93.296153,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,08:54
3228 KNOX AVE N,45.014194,-93.30185,4,Camden,Folwell,1,Howe,2,04/16/2018,12:38
318 1ST ST N,44.986819,-93.270934,3,Central,North Loop,3,Howe,1,04/15/2018,21:14
7 UNIVERSITY AVE NE,44.988265999999996,-93.25654899999999,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:16
1813 CENTRAL AVE NE,45.006465999999996,-93.247271,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:16
9 UNIVERSITY AVE NE,44.988291,-93.256602,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:17
601 1ST ST N,44.988890000000005,-93.273972,3,Central,North Loop,1,Howe,1,04/15/2018,21:17
218 1ST ST N,44.985688,-93.269683,3,Central,North Loop,3,Howe,1,04/15/2018,21:18
212 1ST ST N,44.985774,-93.269634,3,Central,North Loop,3,Howe,1,04/15/2018,21:19
1815 CENTRAL AVE NE,45.006547,-93.24731700000001,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:19
25 UNIVERSITY AVE NE,44.988766,-93.25686999999999,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:20
29 UNIVERSITY AVE NE,44.988799,-93.256876,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:21
1837 CENTRAL AVE NE,45.007197999999995,-93.24730699999999,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:21
5 1ST ST S,44.983266,-93.266802,3,Central,Downtown West,3,Howe,1,04/15/2018,21:24
11 1ST ST S,44.983376,-93.265934,3,Central,Downtown West,3,Howe,1,04/15/2018,21:24
514 1ST ST N,44.988045,-93.272664,3,Central,North Loop,1,Howe,1,04/15/2018,21:24
2329 CENTRAL AVE NE,45.011616,-93.247286,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:24
2331 CENTRAL AVE NE,45.011815000000006,-93.247302,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:26
251 27TH AVE SE,44.971964,-93.218946,2,University,Prospect Park - East River Road,4,Howe,1,04/15/2018,21:27
2335 CENTRAL AVE NE,45.011902,-93.247316,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:27
110 1ST ST S,44.982778,-93.26491700000001,3,Central,Downtown West,3,Howe,1,04/15/2018,21:28
408 1ST ST N,44.987508,-93.271992,3,Central,North Loop,1,Howe,1,04/15/2018,21:28
249 27TH AVE SE,44.97198,-93.218804,2,University,Prospect Park - East River Road,4,Howe,1,04/15/2018,21:29
112 1ST ST S,44.982777,-93.265338,3,Central,Downtown West,3,Howe,1,04/15/2018,21:29
2337 CENTRAL AVE NE,45.012046999999995,-93.247295,1,Northeast,Windom Park,2,Howe,1,04/15/2018,21:29
921 20TH AVE S,44.963727,-93.244046,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:30
247 27TH AVE SE,44.971886,-93.218926,2,University,Prospect Park - East River Road,4,Howe,1,04/15/2018,21:30
2551 CENTRAL AVE NE,45.01463,-93.24726700000001,1,Northeast,Audubon Park,2,Howe,1,04/15/2018,21:31
3225 JOHNSON ST NE,45.026565000000005,-93.237089,1,Northeast,Waite Park,2,Howe,1,04/15/2018,21:31
927 20TH AVE S,44.96394,-93.244088,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:32
243 27TH AVE SE,44.971914,-93.21898399999999,2,University,Prospect Park - East River Road,4,Howe,1,04/15/2018,21:33
406 1ST ST N,44.987372,-93.271788,3,Central,North Loop,1,Howe,1,04/15/2018,21:33
2026 9TH ST S,44.964051,-93.242995,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:34
525 UNIVERSITY AVE SE,44.984144,-93.248068,3,University,Marcy Holmes,4,Howe,1,04/15/2018,21:34
2522 CENTRAL AVE NE,45.014012,-93.24744,1,Northeast,Holland,2,Howe,1,04/15/2018,21:34
3353 JOHNSON ST NE,45.029182,-93.237093,1,Northeast,Waite Park,2,Howe,1,04/15/2018,21:34
2422 CENTRAL AVE NE,45.012896000000005,-93.247467,1,Northeast,Holland,2,Howe,1,04/15/2018,21:36
715 UNIVERSITY AVE SE,44.983049,-93.24537099999999,3,University,Marcy Holmes,4,Howe,1,04/15/2018,21:37
2103 9TH ST S,44.964006,-93.241973,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:38
717 UNIVERSITY AVE SE,44.983021,-93.245248,3,University,Marcy Holmes,4,Howe,1,04/15/2018,21:38
2111 9TH ST S,44.964013,-93.241821,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:40
821 UNIVERSITY AVE SE,44.982673999999996,-93.24434000000001,3,University,Marcy Holmes,4,Howe,1,04/15/2018,21:41
2104 9TH ST S,44.964052,-93.242102,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:43
604 14TH ST E,44.968956,-93.264476,7,Central,Elliot Park,3,Howe,1,04/15/2018,21:43
3319 CENTRAL AVE NE,45.028134,-93.247253,1,Northeast,Waite Park,2,Howe,1,04/15/2018,21:43
608 14TH ST E,44.968952,-93.264576,7,Central,Elliot Park,3,Howe,1,04/15/2018,21:44
2108 9TH ST S,44.964052,-93.24206,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:45
611 14TH ST E,44.968914,-93.264375,7,Central,Elliot Park,3,Howe,1,04/15/2018,21:45
3427 CENTRAL AVE NE,45.030417,-93.247219,1,Northeast,Waite Park,2,Howe,1,04/15/2018,21:46
2118 9TH ST S,44.964059999999996,-93.241686,6,Longfellow,Seward,4,Howe,1,04/15/2018,21:47
719 14TH ST E,44.968933,-93.26393399999999,7,Central,Elliot Park,3,Howe,1,04/15/2018,21:47
724 14TH ST E,44.968965000000004,-93.2639,7,Central,Elliot Park,3,Howe,1,04/15/2018,21:48
25 4TH ST NE,44.989301,-93.255436,3,University,Nicollet Island - East Bank,2,Howe,1,04/15/2018,21:48
