Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
Near North,01/29/2019,2.0,Quincy,44.988414,"1042 aldrich ave n,Minneapolis,MN",-93.290779,Sumner - Glenwood,09:38,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.004488,"1606 3rd st ne,Minneapolis,MN",-93.264937,Sheridan,09:39,2.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947579,"3020 james ave s,Minneapolis,MN",-93.30368299999999,ECCO,09:39,5.0,10.0
University,01/29/2019,2.0,Quincy,44.987358,"428 2nd ave s e,Minneapolis,MN",-93.252165,Marcy Holmes,09:39,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.937411,"3606 15th ave so,Minneapolis,MN",-93.253963,Powderhorn Park,09:41,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.945667,"3128 3rd St,Minneapolis,MN",-93.273196,Central,09:43,5.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.937982,"3542 13th av s,Minneapolis,MN",-93.256496,Powderhorn Park,09:44,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,44.991817,"220 4th ave ne,Minneapolis,MN",-93.259989,St. Anthony West,09:44,2.0,3.0
Near North,01/29/2019,2.0,Quincy,45.01217800000001,"3118 3rd st ,Minneapolis,MN",-93.283376,Hawthorne,09:45,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,44.993544,"136 6th ave ne,Minneapolis,MN",-93.262493,St. Anthony West,09:47,2.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"Humboldt/ The Mall,Minneapolis,MN",-93.300832,East Isles,09:48,3.0,7.0
Northeast,01/29/2019,2.0,Quincy,44.992306,"302 4th ave ne,Minneapolis,MN",-93.25873299999999,St. Anthony West,09:49,2.0,3.0
Near North,01/29/2019,2.0,Quincy,45.000443,"2116 4TH ST N,Minneapolis,MN",-93.284941,Hawthorne,09:49,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,44.994938,"414 6th ave ne,Minneapolis,MN",-93.258489,St. Anthony West,09:51,2.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.94585,"3122 15 ave e,Minneapolis,MN",-93.254021,Powderhorn Park,09:51,6.0,9.0
Central,01/29/2019,2.0,Quincy,44.968506,"1310 SPTUCE PLACE,Minneapolis,MN",-93.28114000000001,Loring Park,09:53,3.0,7.0
Northeast,01/29/2019,2.0,Quincy,44.992329,"306 4th ave ne,Minneapolis,MN",-93.258668,St. Anthony West,09:57,2.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.995208,"204 7th ave ne,Minneapolis,MN",-93.26302,St. Anthony West,10:01,2.0,3.0
University,01/29/2019,2.0,Quincy,44.986103,"322 4th st se,Minneapolis,MN",-93.25047099999999,Marcy Holmes,10:05,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.981790999999994,"2224 4TH ST N,Minneapolis,MN",-93.309473,Harrison,10:06,3.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.964108,"1906 Colfax Ave s ,Minneapolis,MN",-93.292151,Lowry Hill,10:07,3.0,7.0
University,01/29/2019,2.0,Quincy,44.985614,"324 4 ave se ,Minneapolis,MN",-93.249992,Marcy Holmes,10:08,4.0,3.0
University,01/29/2019,2.0,Quincy,44.986532000000004,"404 4th ave se,Minneapolis,MN",-93.249062,Marcy Holmes,10:09,4.0,3.0
University,01/29/2019,2.0,Quincy,44.989089,"612 3rd ave se,Minneapolis,MN",-93.249358,Marcy Holmes,10:10,4.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"THE MALL @ HUMBOLDT AVE S,Minneapolis,MN",-93.300832,East Isles,10:10,3.0,7.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"THE MALL @ HUMBOLDT AVE S,Minneapolis,MN",-93.300832,East Isles,10:16,3.0,7.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.947303999999995,"3028 James ave s,Minneapolis,MN",-93.303742,ECCO,10:16,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.945959,"3118 15th ave s,Minneapolis,MN",-93.254017,Powderhorn Park,10:18,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.93747000000001,"3604 15th ave,Minneapolis,MN",-93.253982,Powderhorn Park,10:18,6.0,9.0
University,01/29/2019,2.0,Quincy,44.987681,"504 3rd ave se,Minneapolis,MN",-93.25014300000001,Marcy Holmes,10:20,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.991984,"1024 Fremont ave n ,Minneapolis,MN",-93.29565,Near - North,10:20,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.938382,"3534 12th ave,Minneapolis,MN",-93.257793,Powderhorn Park,10:20,6.0,9.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.945161999999996,"3142 James ave s,Minneapolis,MN",-93.303717,ECCO,10:21,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.945194,"3146 15th ave s,Minneapolis,MN",-93.254021,Powderhorn Park,10:21,6.0,9.0
Near North,01/29/2019,2.0,Quincy,45.009698,"2900 4th st n,Minneapolis,MN",-93.28463,Hawthorne,10:23,1.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.945812,"3120 james ave s,Minneapolis,MN",-93.303664,ECCO,10:23,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.931442,"3928 13th Avenue South,Minneapolis,MN",-93.256438,Bancroft,10:25,6.0,8.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.945557,"3128 james ave s,Minneapolis,MN",-93.303664,ECCO,10:25,5.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.934471,"3750 12th Avenue South,Minneapolis,MN",-93.257802,Powderhorn Park,10:28,6.0,9.0
Camden,01/29/2019,2.0,Quincy,45.017285,"3418 6TH ST N,Minneapolis,MN",-93.286222,McKinley,10:30,1.0,4.0
Camden,01/29/2019,2.0,Quincy,45.015399,"3312 6th st n,Minneapolis,MN",-93.28621,McKinley,10:31,1.0,4.0
Near North,01/29/2019,2.0,Quincy,45.00421,"2414 4th st n,Minneapolis,MN",-93.28461300000001,Hawthorne,10:33,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.946433,"3100 15 avev s,Minneapolis,MN",-93.254021,Powderhorn Park,10:33,6.0,9.0
Camden,01/29/2019,2.0,Quincy,45.014511999999996,"3242 6th st n,Minneapolis,MN",-93.28622,McKinley,10:34,1.0,4.0
Near North,01/29/2019,2.0,Quincy,45.00745,"2706 4th st n,Minneapolis,MN",-93.28463199999999,Hawthorne,10:37,1.0,5.0
Near North,01/29/2019,2.0,Quincy,45.004994,"2504 6th st n,Minneapolis,MN",-93.286194,Hawthorne,10:39,1.0,5.0
University,01/29/2019,2.0,Quincy,44.988516,"622 4th ave se,Minneapolis,MN",-93.247637,Marcy Holmes,10:39,4.0,3.0
University,01/29/2019,2.0,Quincy,44.984455,"304 5th ave se,Minneapolis,MN",-93.248611,Marcy Holmes,10:41,4.0,3.0
University,01/29/2019,2.0,Quincy,44.985482,"400 5th ave se,Minneapolis,MN",-93.248271,Marcy Holmes,10:41,4.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"Humboldt/ The Mall ,Minneapolis,MN",-93.300832,East Isles,10:42,3.0,7.0
University,01/29/2019,2.0,Quincy,44.987312,"606 5th ave se,Minneapolis,MN",-93.24619100000001,Marcy Holmes,10:42,4.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.996735,"674 summer st ne,Minneapolis,MN",-93.254087,St. Anthony East,10:42,2.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.938292,"3540 11th ave so,Minneapolis,MN",-93.25903000000001,Powderhorn Park,10:44,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,44.996132,"410 7th ave ne,Minneapolis,MN",-93.259458,St. Anthony West,10:45,2.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.996751,"692 summer st ne,Minneapolis,MN",-93.25286899999999,St. Anthony East,10:46,2.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.996748,"688 summer st ne,Minneapolis,MN",-93.253149,St. Anthony East,10:47,2.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.996751,"684 summer st ne,Minneapolis,MN",-93.25352,St. Anthony East,10:50,2.0,3.0
Near North,01/29/2019,2.0,Quincy,44.98294,"908 5th av n,Minneapolis,MN",-93.291823,Sumner - Glenwood,10:51,3.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"The mall & Humboldt Ave s ,Minneapolis,MN",-93.300832,East Isles,10:53,3.0,7.0
Camden,01/29/2019,2.0,Quincy,45.024069,"3802 6TH ST N,Minneapolis,MN",-93.28625,Webber - Camden,10:53,1.0,4.0
Near North,01/29/2019,2.0,Quincy,44.998332,"1826 Bryant ave n ,Minneapolis,MN",-93.290782,Near - North,10:54,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,44.996916,"902 summer st ne,Minneapolis,MN",-93.248581,St. Anthony East,10:54,2.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.947963,"3010 15th ave s ,Minneapolis,MN",-93.254021,Powderhorn Park,10:57,6.0,9.0
Near North,01/29/2019,2.0,Quincy,44.999162,"1906 Upton ave n ,Minneapolis,MN",-93.314317,Willard - Hay,10:58,1.0,5.0
University,01/29/2019,2.0,Quincy,44.98814,"518 3rd ace se,Minneapolis,MN",-93.24978399999999,Marcy Holmes,11:03,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.98294600000001,"818 5TH AV N,Minneapolis,MN",-93.29032600000001,Sumner - Glenwood,11:03,3.0,5.0
University,01/29/2019,2.0,Quincy,44.987507,"626 5th ave se,Minneapolis,MN",-93.246032,Marcy Holmes,11:04,4.0,3.0
Camden,01/29/2019,2.0,Quincy,45.024557,"3820 6th st n,Minneapolis,MN",-93.286254,Webber - Camden,11:04,1.0,4.0
Northeast,01/29/2019,2.0,Quincy,44.99775800000001,"120 10th ave ne,Minneapolis,MN",-93.267227,St. Anthony West,11:04,2.0,3.0
Near North,01/29/2019,2.0,Quincy,45.0122,"3120 6th st n,Minneapolis,MN",-93.28643000000001,Hawthorne,11:05,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.936194,"3650 Longfellow ave s,Minneapolis,MN",-93.246318,Standish,11:05,6.0,12.0
University,01/29/2019,2.0,Quincy,44.987074,"528 5th ave se,Minneapolis,MN",-93.24662099999999,Marcy Holmes,11:07,4.0,3.0
Near North,01/29/2019,2.0,Quincy,45.012223,"3122 6th st n ,Minneapolis,MN",-93.286429,Hawthorne,11:08,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.93793,"1306 36th st e,Minneapolis,MN",-93.255899,Powderhorn Park,11:10,6.0,9.0
University,01/29/2019,2.0,Quincy,44.988252,"524 3rd ave se ,Minneapolis,MN",-93.249696,Marcy Holmes,11:12,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.982898,"1012 5TH AV N,Minneapolis,MN",-93.292692,Sumner - Glenwood,11:15,3.0,5.0
Camden,01/29/2019,2.0,Quincy,45.024853,"3830 6 TH ST N,Minneapolis,MN",-93.286281,Webber - Camden,11:19,1.0,4.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.950096,"Irving/ The Mall,Minneapolis,MN",-93.30209,East Isles,11:25,3.0,7.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.949883,"THE MALL @ HUMBOLDT AVE S,Minneapolis,MN",-93.300832,East Isles,11:27,3.0,7.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.941328999999996,"1602 34 st e,Minneapolis,MN",-93.302886,ECCO,11:27,5.0,10.0
Near North,01/29/2019,2.0,Quincy,44.985988,"730 Vincent ave n ,Minneapolis,MN",-93.315608,Willard - Hay,11:28,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.935286,"3720 11th Avenue South,Minneapolis,MN",-93.259011,Powderhorn Park,11:28,6.0,9.0
Central,01/29/2019,2.0,Quincy,44.96632,"304 clifton ave,Minneapolis,MN",-93.28345,Loring Park,11:30,3.0,7.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.950025,"1773 THE MALL,Minneapolis,MN",-93.30458,East Isles,11:30,3.0,7.0
Northeast,01/29/2019,2.0,Quincy,44.996145,"126 9th ave ne,Minneapolis,MN",-93.266588,St. Anthony West,11:31,2.0,3.0
Camden,01/29/2019,2.0,Quincy,45.023012,"3724 6th st n,Minneapolis,MN",-93.286227,McKinley,11:31,1.0,4.0
Powderhorn,01/29/2019,2.0,Quincy,44.930841,"826 40th Street East,Minneapolis,MN",-93.262158,Bancroft,11:31,6.0,8.0
Near North,01/29/2019,2.0,Quincy,45.003890999999996,"2350 Upton ave n ,Minneapolis,MN",-93.314323,Willard - Hay,11:33,1.0,5.0
University,01/29/2019,2.0,Quincy,44.988219,"604 4th ave se,Minneapolis,MN",-93.247958,Marcy Holmes,11:36,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.935934,"1528 37th st e,Minneapolis,MN",-93.252359,Powderhorn Park,11:37,6.0,9.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.942569,"3316 humboldt ave s,Minneapolis,MN",-93.301147,ECCO,11:38,5.0,10.0
Northeast,01/29/2019,2.0,Quincy,45.001501,"1316 adams st ne,Minneapolis,MN",-93.256571,Logan Park,11:39,2.0,1.0
Camden,01/29/2019,2.0,Quincy,45.019290999999996,"3526 6th st n,Minneapolis,MN",-93.28621600000001,McKinley,11:40,1.0,4.0
Central,01/29/2019,2.0,Quincy,44.966042,"308 Clifton Ave ,Minneapolis,MN",-93.28371800000001,Loring Park,11:41,3.0,7.0
Near North,01/29/2019,2.0,Quincy,44.981759999999994,"1818 4TH AV N,Minneapolis,MN",-93.30421700000001,Harrison,11:41,3.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.944393,"3208 Elliott ave,Minneapolis,MN",-93.26168299999999,Powderhorn Park,11:42,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,45.000275,"1218 Adams st ne,Minneapolis,MN",-93.256568,Logan Park,11:44,2.0,1.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.943304,"1502 33rd st w,Minneapolis,MN",-93.300973,ECCO,11:45,5.0,10.0
Northeast,01/29/2019,2.0,Quincy,45.005662,"1728 adams st ne,Minneapolis,MN",-93.25627800000001,Logan Park,11:45,2.0,1.0
University,01/29/2019,2.0,Quincy,44.988718,"602 3RD AVE SE,Minneapolis,MN",-93.24965999999999,Marcy Holmes,11:46,4.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.942840000000004,"3306 humboldt ave s,Minneapolis,MN",-93.301245,ECCO,11:46,5.0,10.0
Central,01/29/2019,2.0,Quincy,44.966434,"314 CLIFTON AVE,Minneapolis,MN",-93.283998,Loring Park,11:46,3.0,7.0
University,01/29/2019,2.0,Quincy,44.985332,"422 6th ave se,Minneapolis,MN",-93.246557,Marcy Holmes,11:46,4.0,3.0
University,01/29/2019,2.0,Quincy,44.987453,"600 5th ave se,Minneapolis,MN",-93.246725,Marcy Holmes,11:47,4.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.945667,"3124 humboldt ave s,Minneapolis,MN",-93.301108,ECCO,11:48,5.0,10.0
University,01/29/2019,2.0,Quincy,44.988793,"604 3RD AVE SE,Minneapolis,MN",-93.2496,Marcy Holmes,11:50,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.936097,"1506 37th st,Minneapolis,MN",-93.253273,Powderhorn Park,11:50,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.940205,"3440 11th ave s,Minneapolis,MN",-93.25905,Powderhorn Park,11:54,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.930841,"828 40th st,Minneapolis,MN",-93.26213299999999,Bancroft,11:57,6.0,8.0
Camden,01/29/2019,2.0,Quincy,45.020403,"3602 6th st n,Minneapolis,MN",-93.28624,McKinley,11:58,1.0,4.0
Powderhorn,01/29/2019,2.0,Quincy,44.930553,"812 40th st,Minneapolis,MN",-93.262338,Bancroft,11:59,6.0,8.0
Camden,01/29/2019,2.0,Quincy,45.01567100000001,"3320 ALDRICH AVE N,Minneapolis,MN",-93.289035,McKinley,11:59,1.0,4.0
Near North,01/29/2019,1.0,Quincy,45.00496,"2500 2ND ST N ,Minneapolis,MN",-93.27964300000001,Hawthorne,00:00,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.005461,"1714 adams st ne,Minneapolis,MN",-93.256282,Logan Park,12:01,2.0,1.0
Near North,01/29/2019,2.0,Quincy,45.009034,"2814 Aldrich Ave n,Minneapolis,MN",-93.289029,Hawthorne,12:02,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.961344,"2108 3RD AVE N,Minneapolis,MN",-93.273138,Whittier,12:03,3.0,10.0
Northeast,01/29/2019,2.0,Quincy,45.005604,"1724 adams st ne,Minneapolis,MN",-93.25628,Logan Park,12:04,2.0,1.0
Near North,01/29/2019,1.0,Quincy,45.00496,"2500 2ND ST N ,Minneapolis,MN",-93.27964300000001,Hawthorne,00:07,1.0,5.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.950484,"2834 DUPONT AVE S,Minneapolis,MN",-93.293201,Lowry Hill East,00:08,3.0,10.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.951,"2834 Emerson Ave S,Minneapolis,MN",-93.294739,Lowry Hill East,00:08,3.0,10.0
University,01/29/2019,2.0,Quincy,44.984746,"414 6th ave se,Minneapolis,MN",-93.244828,Marcy Holmes,12:08,4.0,3.0
Near North,01/29/2019,2.0,Quincy,44.997219,"1704 Thomas ave n ,Minneapolis,MN",-93.313024,Willard - Hay,12:08,1.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.944833,"3200 3RD AVE S,Minneapolis,MN",-93.273078,Central,00:09,5.0,9.0
Camden,01/29/2019,2.0,Quincy,45.025887,"3900 aldrich ave n,Minneapolis,MN",-93.289029,Webber - Camden,12:09,1.0,4.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.950687,"2836 dupont ave s,Minneapolis,MN",-93.293661,Lowry Hill East,00:12,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.944833,"3200 blk 3rd ave s,Minneapolis,MN",-93.273078,Central,00:12,5.0,9.0
Near North,01/29/2019,2.0,Quincy,44.997256,"1706 thomas ave n ,Minneapolis,MN",-93.313001,Willard - Hay,12:13,1.0,5.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.951577,"2804 EMERSON AVE S,Minneapolis,MN",-93.294725,Lowry Hill East,00:14,3.0,10.0
Central,01/29/2019,2.0,Quincy,44.96485,"1808 stevens s,Minneapolis,MN",-93.27569,Steven's Square - Loring Heights,12:15,3.0,6.0
Near North,01/29/2019,1.0,Quincy,45.003058,"2300 2ND ST N ,Minneapolis,MN",-93.27931600000001,Hawthorne,00:16,1.0,5.0
Powderhorn,01/29/2019,2.0,Quincy,44.936078,"1512 37 ave e,Minneapolis,MN",-93.252961,Powderhorn Park,12:16,6.0,9.0
University,01/29/2019,1.0,Quincy,44.982494,"800 block of university Ave se ,Minneapolis,MN",-93.244804,Marcy Holmes,00:17,4.0,3.0
University,01/29/2019,2.0,Quincy,44.984734,"422 7th ave se,Minneapolis,MN",-93.24480600000001,Marcy Holmes,12:17,4.0,3.0
Central,01/29/2019,2.0,Quincy,44.965005,"1802 STEVENS AVE S ,Minneapolis,MN",-93.27563599999999,Steven's Square - Loring Heights,12:18,3.0,6.0
University,01/29/2019,1.0,Quincy,44.982864,"8TH & UNIVERSITY AVE SE,Minneapolis,MN",-93.243995,Marcy Holmes,00:19,4.0,3.0
Near North,01/29/2019,1.0,Quincy,45.00393,"2400 2ND ST N ,Minneapolis,MN",-93.279416,Hawthorne,00:19,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.964487,"1820 Stevens ave s ,Minneapolis,MN",-93.275648,Steven's Square - Loring Heights,12:19,3.0,6.0
University,01/29/2019,1.0,Quincy,44.98304,"700 BLOCK OF UNIVERSITY AVE SE,Minneapolis,MN",-93.246128,Marcy Holmes,00:20,4.0,3.0
Near North,01/29/2019,2.0,Quincy,45.008813,"2806 Aldrich Ave n ,Minneapolis,MN",-93.289082,Hawthorne,12:20,1.0,5.0
Near North,01/29/2019,1.0,Quincy,45.00393,"2400 block 2nd st n ,Minneapolis,MN",-93.279416,Hawthorne,00:21,1.0,5.0
University,01/29/2019,1.0,Quincy,44.983458,"800 4TH ST SE,Minneapolis,MN",-93.24402099999999,Marcy Holmes,00:21,4.0,3.0
Powderhorn,01/29/2019,1.0,Quincy,44.946443,"3103 4th ave,Minneapolis,MN",-93.270012,Central,00:22,5.0,9.0
Camden,01/29/2019,2.0,Quincy,45.028877,"4044 ALDRICH AVE N,Minneapolis,MN",-93.289096,Webber - Camden,12:22,1.0,4.0
Powderhorn,01/29/2019,1.0,Quincy,44.941035,"3406 BLOOMINGTON AVE S,Minneapolis,MN",-93.252753,Powderhorn Park,00:23,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,45.004998,"1628 6th st ne,Minneapolis,MN",-93.259247,Sheridan,12:23,2.0,3.0
University,01/29/2019,2.0,Quincy,44.988825,"716 5th ave se,Minneapolis,MN",-93.245207,Marcy Holmes,12:23,4.0,3.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.951192,"2820 DUPONT AVE S,Minneapolis,MN",-93.29379899999999,Lowry Hill East,00:25,3.0,10.0
Near North,01/29/2019,1.0,Quincy,45.00496,"2500 2ND ST N ,Minneapolis,MN",-93.27964300000001,Hawthorne,00:25,1.0,5.0
Powderhorn,01/29/2019,1.0,Quincy,44.929971,"4013 BLOOMINGTON AVE S,Minneapolis,MN",-93.25200799999999,Bancroft,00:25,6.0,8.0
Northeast,01/29/2019,2.0,Quincy,45.005837,"1716 5th st ne,Minneapolis,MN",-93.260539,Holland,12:25,2.0,1.0
University,01/29/2019,1.0,Quincy,44.98304,"700 BLOCK OF UNIVERSITY AVE SE,Minneapolis,MN",-93.246128,Marcy Holmes,00:26,4.0,3.0
Near North,01/29/2019,1.0,Quincy,45.00496,"2500 block 2nd st n ,Minneapolis,MN",-93.27964300000001,Hawthorne,00:26,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.003908,"1526 Madison st ne,Minneapolis,MN",-93.254003,Logan Park,12:26,2.0,1.0
Powderhorn,01/29/2019,2.0,Quincy,44.943101,"1406 33rd st e,Minneapolis,MN",-93.25466999999999,Powderhorn Park,12:26,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.936095,"1522 37th st e,Minneapolis,MN",-93.252542,Powderhorn Park,12:27,6.0,9.0
Powderhorn,01/29/2019,2.0,Quincy,44.944465,"3204 17th Avenue South,Minneapolis,MN",-93.25017199999999,Powderhorn Park,12:27,6.0,9.0
Central,01/29/2019,1.0,Quincy,44.968325,"630 15th St E,Minneapolis,MN",-93.266258,Elliot Park,00:28,3.0,7.0
Near North,01/29/2019,1.0,Quincy,45.00627,"2600 2ND ST N ,Minneapolis,MN",-93.27951,Hawthorne,00:29,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.963381,"1916 2nd ave s,Minneapolis,MN",-93.274331,Steven's Square - Loring Heights,12:30,3.0,6.0
Near North,01/29/2019,1.0,Quincy,45.007719,"2700 2ND ST N ,Minneapolis,MN",-93.279534,Hawthorne,00:31,1.0,5.0
Northeast,01/29/2019,2.0,Quincy,45.008277,"1924 5th st ne,Minneapolis,MN",-93.26035300000001,Holland,12:31,2.0,1.0
Powderhorn,01/29/2019,2.0,Quincy,44.942747999999995,"3302 15th Avenue South,Minneapolis,MN",-93.254086,Powderhorn Park,12:32,6.0,9.0
Powderhorn,01/29/2019,1.0,Quincy,44.930054,"4011 BLOOMINGTON AVE S,Minneapolis,MN",-93.25203499999999,Bancroft,00:34,6.0,8.0
Powderhorn,01/29/2019,1.0,Quincy,44.944409,"3205 BLOOMINGTON AVE S,Minneapolis,MN",-93.252136,Powderhorn Park,00:34,6.0,9.0
Nokomis,01/29/2019,1.0,Quincy,44.91063,"5100 28TH AVE S,Minneapolis,MN",-93.232537,Keewaydin,00:36,6.0,11.0
Powderhorn,01/29/2019,1.0,Quincy,44.930092,"4009 BLOOMINGTON AVE S,Minneapolis,MN",-93.252018,Bancroft,00:37,6.0,8.0
Powderhorn,01/29/2019,1.0,Quincy,44.93448400000001,"3738 BLOOMINGTON AVE S,Minneapolis,MN",-93.252674,Powderhorn Park,00:39,6.0,9.0
Central,01/29/2019,2.0,Quincy,44.974616999999995,"312 12th ave s,Minneapolis,MN",-93.252647,Downtown East,12:39,3.0,3.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.950946,"2828 DUPONT AV S,Minneapolis,MN",-93.29344499999999,Lowry Hill East,00:40,3.0,10.0
Powderhorn,01/29/2019,2.0,Quincy,44.936794,"3630 18th ave s,Minneapolis,MN",-93.248914,Powderhorn Park,12:40,6.0,9.0
University,01/29/2019,2.0,Quincy,44.985531,"510 6th ave se,Minneapolis,MN",-93.244242,Marcy Holmes,12:41,4.0,3.0
Powderhorn,01/29/2019,2.0,Quincy,44.944913,"1536 32nd st,Minneapolis,MN",-93.251723,Powderhorn Park,12:41,6.0,9.0
Northeast,01/29/2019,2.0,Quincy,45.005837,"1716 5th st ne,Minneapolis,MN",-93.260539,Holland,12:42,2.0,1.0
Near North,01/29/2019,2.0,Quincy,44.994539,"1512 Sheridan ave n ,Minneapolis,MN",-93.311755,Willard - Hay,12:42,1.0,5.0
Central,01/29/2019,2.0,Quincy,44.965222,"228 18th st e,Minneapolis,MN",-93.273661,Steven's Square - Loring Heights,12:43,3.0,6.0
University,01/29/2019,2.0,Quincy,44.985756,"514 7TH AVE SE,Minneapolis,MN",-93.243945,Marcy Holmes,12:43,4.0,3.0
Northeast,01/29/2019,2.0,Quincy,44.998011,"736 quincy st ne,Minneapolis,MN",-93.251541,St. Anthony East,12:43,2.0,3.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.944586,"1540 32nd st,Minneapolis,MN",-93.301373,ECCO,12:43,5.0,10.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.95107,"2824 DUPONT AVE S,Minneapolis,MN",-93.293675,Lowry Hill East,00:45,3.0,10.0
Powderhorn,01/29/2019,1.0,Quincy,44.941894,"3331 23RD AVE S,Minneapolis,MN",-93.238518,Corcoran,00:46,6.0,9.0
Calhoun Isle,01/29/2019,1.0,Quincy,44.95113,"2822 DUPONT AVE S,Minneapolis,MN",-93.293674,Lowry Hill East,00:46,3.0,10.0
Near North,01/29/2019,2.0,Quincy,44.994483,"1510 Sheridan ave n ,Minneapolis,MN",-93.31181099999999,Willard - Hay,12:46,1.0,5.0
Calhoun Isle,01/29/2019,2.0,Quincy,44.939367,"3505 Holmes ave s,Minneapolis,MN",-93.299306,ECCO,12:46,5.0,10.0
University,01/29/2019,2.0,Quincy,44.987778999999996,"726 7th ave se,Minneapolis,MN",-93.242474,Marcy Holmes,12:47,4.0,3.0
Central,01/29/2019,1.0,Quincy,44.988836,"700 2ND ST N ,Minneapolis,MN",-93.27623299999999,North Loop,00:48,1.0,3.0
University,01/29/2019,2.0,Quincy,44.987386,"704 7TH AVE SE,Minneapolis,MN",-93.242784,Marcy Holmes,12:49,4.0,3.0
University,01/29/2019,2.0,Quincy,44.985913000000004,"528 7th ave se,Minneapolis,MN",-93.243821,Marcy Holmes,12:49,4.0,3.0
Central,01/29/2019,2.0,Quincy,44.965403,"148 18TH ST E,Minneapolis,MN",-93.274723,Steven's Square - Loring Heights,12:50,3.0,6.0
