Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Date,Time,Emergency
3730 ALDRICH AVE S,44.935013,-93.289525,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3732 ALDRICH AVE S,44.934658,-93.289434,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3736 ALDRICH AVE S,44.934447999999996,-93.289268,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3740 ALDRICH AVE S,44.934579,-93.28941800000001,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3748 ALDRICH AVE S,44.934439000000005,-93.289311,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3750 ALDRICH AVE S,44.934388,-93.289315,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3820 ALDRICH AVE S,44.933207,-93.28956600000001,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3836 ALDRICH AVE S,44.932769,-93.28944,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3840 ALDRICH AVE S,44.932678,-93.28943100000001,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3902 ALDRICH AVE S,44.932017,-93.28970799999999,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3912 ALDRICH AVE S,44.93179,-93.289592,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3916 ALDRICH AVE S,44.931744,-93.289603,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3924 ALDRICH AVE S,44.931540999999996,-93.289682,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3950 ALDRICH AVE S,44.930640999999994,-93.28974000000001,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3952 ALDRICH AVE S,44.930648,-93.289713,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4004 ALDRICH AVE S,44.93025,-93.289534,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4008 ALDRICH AVE S,44.930259,-93.28955400000001,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4120 ALDRICH AVE S,44.927911,-93.289672,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4348 ALDRICH AVE S,44.923482,-93.28936,13,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4120 COLFAX AVE S,44.928036,-93.292259,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
1100 24TH AVE SE,44.991112,-93.218987,1,University,Como,4,2,01/29/2019,00:00,Quincy
1070 24TH AVE SE,44.990282,-93.218991,1,University,Como,4,2,01/29/2019,00:00,Quincy
1006 24TH AVE SE,44.988103,-93.219001,1,University,Como,4,2,01/29/2019,00:00,Quincy
2410 COLE AVE SE,44.985775,-93.218539,2,University,Como,4,2,01/29/2019,00:00,Quincy
832 25TH AVE SE,44.984745000000004,-93.217788,2,University,Como,4,2,01/29/2019,00:00,Quincy
840 25TH AVE SE,44.984849,-93.2178,2,University,Como,4,2,01/29/2019,00:00,Quincy
830 24TH AVE SE,44.98472,-93.21907,2,University,Como,4,2,01/29/2019,00:00,Quincy
862 24TH AVE SE,44.98557,-93.21905500000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
1068 23RD AVE SE,44.990154,-93.220279,1,University,Como,4,2,01/29/2019,00:00,Quincy
896 23RD AVE SE,44.986504,-93.220321,2,University,Como,4,2,01/29/2019,00:00,Quincy
858 23RD AVE SE,44.985267,-93.220292,2,University,Como,4,2,01/29/2019,00:00,Quincy
828 23RD AVE SE,44.984445,-93.220313,2,University,Como,4,2,01/29/2019,00:00,Quincy
918 21ST AVE SE,44.987133,-93.222863,2,University,Como,4,2,01/29/2019,00:00,Quincy
894 21ST AVE SE,44.986432,-93.22286899999999,2,University,Como,4,2,01/29/2019,00:00,Quincy
858 21ST AVE SE,44.985303,-93.222848,2,University,Como,4,2,01/29/2019,00:00,Quincy
832 20TH AVE SE,44.984564,-93.224243,2,University,Como,4,2,01/29/2019,00:00,Quincy
842 20TH AVE SE,44.984862,-93.224262,2,University,Como,4,2,01/29/2019,00:00,Quincy
856 20TH AVE SE,44.985214,-93.224264,2,University,Como,4,2,01/29/2019,00:00,Quincy
918 20TH AVE SE,44.987142,-93.224234,2,University,Como,4,2,01/29/2019,00:00,Quincy
918 20TH AVE SE,44.987272,-93.224234,2,University,Como,4,2,01/29/2019,00:00,Quincy
920 19TH AVE SE,44.987128000000006,-93.22556800000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
836 19TH AVE SE,44.984497,-93.22558199999999,2,University,Como,4,2,01/29/2019,00:00,Quincy
874 18TH AVE SE,44.985734,-93.226951,2,University,Como,4,2,01/29/2019,00:00,Quincy
2836 GRAND AVE S,44.950565999999995,-93.284257,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2834 GRAND AVE S,44.95063,-93.284207,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2828 GRAND AVE S,44.950844000000004,-93.284116,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2826 GRAND AVE S,44.951240999999996,-93.284225,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2822 GRAND AVE S,44.951307,-93.284337,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2820 GRAND AVE S,44.951276,-93.28439399999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2808 GRAND AVE S,44.951432000000004,-93.284363,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2808 GRAND AVE S,44.951432000000004,-93.284363,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2802 GRAND AVE S,44.951683,-93.284358,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2800 GRAND AVE S,44.951848,-93.284219,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2724 GRAND AVE S,44.952785999999996,-93.28434,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2308 GRAND AVE S,44.95998,-93.28423599999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2220 GRAND AVE S,44.960133,-93.28434,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
3412 COLUMBUS AVE S,44.94099,-93.26401800000001,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3354 COLUMBUS AVE S,44.942890999999996,-93.263818,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3208 COLUMBUS AVE S,44.945855,-93.263912,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3124 COLUMBUS AVE S,44.946099,-93.26393399999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3040 COLUMBUS AVE S,44.947274,-93.26383299999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3016 COLUMBUS AVE S,44.947644,-93.263944,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3010 COLUMBUS AVE S,44.947902,-93.264121,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3016 OAKLAND AVE S,44.947071,-93.266542,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3118 OAKLAND AVE S,44.945923,-93.266489,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3444 OAKLAND AVE S,44.939419,-93.266312,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3500 OAKLAND AVE S,44.939147999999996,-93.26626999999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3506 OAKLAND AVE S,44.939054,-93.266301,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3508 OAKLAND AVE S,44.93843,-93.26629100000001,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3608 OAKLAND AVE S,44.936963,-93.26616999999999,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3618 OAKLAND AVE S,44.936468,-93.266389,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3702 OAKLAND AVE S,44.9358,-93.26623000000001,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3700 OAKLAND AVE S,44.935824,-93.266498,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3724 OAKLAND AVE S,44.935103999999995,-93.26635,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3738 OAKLAND AVE S,44.934446,-93.26633000000001,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3740 OAKLAND AVE S,44.934272,-93.266204,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3800 OAKLAND AVE S,44.933751,-93.266242,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3816 OAKLAND AVE S,44.932495,-93.266453,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3904 OAKLAND AVE S,44.93181,-93.266297,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
4024 OAKLAND AVE S,44.929677000000005,-93.266277,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
4844 5TH AVE S,44.914818,-93.269183,8,Nokomis,Field,5,2,01/29/2019,00:00,Quincy
4516 5TH AVE S,44.921648,-93.268788,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4306 5TH AVE S,44.924886,-93.26890999999999,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4214 5TH AVE S,44.926520000000004,-93.268838,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4202 5TH AVE S,44.926549,-93.268828,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4000 5TH AVE S,44.930217,-93.26886800000001,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3804 5TH AVE S,44.933955,-93.26901099999999,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3744 5TH AVE S,44.935012,-93.269052,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3730 5TH AVE S,44.93529,-93.268923,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3704 5TH AVE S,44.936353000000004,-93.26893199999999,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3648 5TH AVE S,44.936813,-93.268888,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3628 5TH AVE S,44.936916,-93.268971,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
2928 JAMES AVE S,44.948859999999996,-93.303338,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2922 JAMES AVE S,44.948932,-93.303415,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2918 JAMES AVE S,44.94893,-93.303343,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2912 JAMES AVE S,44.948974,-93.303368,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2910 JAMES AVE S,44.949024,-93.303343,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2904 JAMES AVE S,44.94914,-93.30336199999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2906 JAMES AVE S,44.949084,-93.30336199999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2908 JAMES AVE S,44.949042999999996,-93.3034,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2878 HUMBOLDT AVE S,44.949732,-93.300801,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2854 HUMBOLDT AVE S,44.95048,-93.300824,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2842 HUMBOLDT AVE S,44.951166,-93.30084599999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2844 HUMBOLDT AVE S,44.950958,-93.30084599999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2838 HUMBOLDT AVE S,44.951214,-93.300892,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2832 HUMBOLDT AVE S,44.951211,-93.300912,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2830 HUMBOLDT AVE S,44.951267,-93.300895,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2828 HUMBOLDT AVE S,44.951285,-93.300919,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2828 HUMBOLDT AVE S,44.951454,-93.30089100000001,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2822 HUMBOLDT AVE S,44.951624,-93.3007,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2816 HUMBOLDT AVE S,44.951637,-93.30042900000001,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2602 HUMBOLDT AVE S,44.954797,-93.298652,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2620 HUMBOLDT AVE S,44.954737,-93.298612,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2624 HUMBOLDT AVE S,44.95466,-93.29871899999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2626 HUMBOLDT AVE S,44.954634000000006,-93.298787,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2646 HUMBOLDT AVE S,44.953846,-93.29907299999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2648 HUMBOLDT AVE S,44.953787,-93.299205,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2704 HUMBOLDT AVE S,44.953433000000004,-93.29928000000001,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2706 HUMBOLDT AVE S,44.953362,-93.299291,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2708 HUMBOLDT AVE S,44.953429,-93.299276,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
310 44TH ST E,44.923345,-93.271578,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
612 44TH ST E,44.92337,-93.26700600000001,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
728 44TH ST E,44.923353000000006,-93.263203,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
798 44TH ST E,44.923373,-93.26285899999999,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
738 43RD ST E,44.92519,-93.262899,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
734 43RD ST E,44.925191999999996,-93.26309599999999,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
618 43RD ST E,44.925173,-93.266678,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
728 43RD ST E,44.925177000000005,-93.263375,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4546 41ST AVE S,44.920268,-93.214088,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4226 41ST AVE S,44.92628,-93.21405899999999,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
4216 41ST AVE S,44.926478,-93.21404799999999,12,Longfellow,Hiawatha,6,2,01/29/2019,00:00,Quincy
3004 41ST AVE S,44.948151,-93.214078,2,Longfellow,Cooper,6,2,01/29/2019,00:00,Quincy
3002 41ST AVE S,44.948116,-93.214058,2,Longfellow,Cooper,6,2,01/29/2019,00:00,Quincy
4528 31ST ST E,44.946838,-93.207766,2,Longfellow,Cooper,6,2,01/29/2019,00:00,Quincy
4424 31ST ST E,44.946853000000004,-93.209059,2,Longfellow,Cooper,6,2,01/29/2019,00:00,Quincy
3202 36TH ST E,44.9378,-93.225565,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
4314 37TH ST E,44.935908000000005,-93.211088,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3032 37TH ST E,44.935959999999994,-93.22847800000001,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3034 37TH ST E,44.935951,-93.228306,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3812 39TH ST E,44.932437,-93.217311,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3430 40TH ST E,44.930582,-93.221813,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3406 40TH ST E,44.930613,-93.22283399999999,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
3402 40TH ST E,44.930595000000004,-93.222819,12,Longfellow,Howe,6,2,01/29/2019,00:00,Quincy
1808 TALMAGE AVE SE,44.989826,-93.226961,1,University,Como,4,2,01/29/2019,00:00,Quincy
2502 TALMAGE AVE SE,44.9899,-93.217637,1,University,Como,4,2,01/29/2019,00:00,Quincy
1086 26TH AVE SE,44.990707,-93.21645699999999,1,University,Como,4,2,01/29/2019,00:00,Quincy
1000 27TH AVE SE,44.988023999999996,-93.215151,1,University,Como,4,2,01/29/2019,00:00,Quincy
1108 24TH AVE SE,44.991075,-93.218909,1,University,Como,4,2,01/29/2019,00:00,Quincy
1076 24TH AVE SE,44.990458000000004,-93.219073,1,University,Como,4,2,01/29/2019,00:00,Quincy
1008 24TH AVE SE,44.988431,-93.218891,1,University,Como,4,2,01/29/2019,00:00,Quincy
2404 COLE AVE SE,44.98588,-93.21894499999999,2,University,Como,4,2,01/29/2019,00:00,Quincy
828 25TH AVE SE,44.984758,-93.217794,2,University,Como,4,2,01/29/2019,00:00,Quincy
838 25TH AVE SE,44.984763,-93.217901,2,University,Como,4,2,01/29/2019,00:00,Quincy
854 24TH AVE SE,44.985251,-93.21916,2,University,Como,4,2,01/29/2019,00:00,Quincy
1060 23RD AVE S,44.989945,-93.22029,1,University,Como,4,2,01/29/2019,00:00,Quincy
1046 23RD AVE S,44.989204,-93.220287,1,University,Como,4,2,01/29/2019,00:00,Quincy
894 23RD AVE S,44.986509999999996,-93.220331,2,University,Como,4,2,01/29/2019,00:00,Quincy
842 23RD AVE S,44.985013,-93.22042900000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
910 22ND AVE SE,44.986967,-93.22156600000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
914 21ST AVE SE,44.987255,-93.223003,2,University,Como,4,2,01/29/2019,00:00,Quincy
890 21ST AVE SE,44.986398,-93.222841,2,University,Como,4,2,01/29/2019,00:00,Quincy
842 21ST AVE SE,44.984856,-93.222875,2,University,Como,4,2,01/29/2019,00:00,Quincy
844 20TH AVE SE,44.985021,-93.224159,2,University,Como,4,2,01/29/2019,00:00,Quincy
908 20TH AVE SE,44.986823,-93.224183,2,University,Como,4,2,01/29/2019,00:00,Quincy
914 20TH AVE SE,44.987253,-93.224227,2,University,Como,4,2,01/29/2019,00:00,Quincy
1048 20TH AVE SE,44.989453999999995,-93.224397,1,University,Como,4,2,01/29/2019,00:00,Quincy
738 QUINCY ST NE,44.998146000000006,-93.25124,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
1526 MADISON ST NE,45.003868,-93.25376800000001,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1434 JEFFERSON ST NE,45.002842,-93.254972,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
718 JEFFERSON ST NE,44.997376,-93.254974,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
654 ADAMS ST NE,44.996697999999995,-93.256277,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
1138 ADAMS ST NE,44.999939000000005,-93.256276,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1718 ADAMS ST NE,45.001384,-93.25629599999999,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1316 ADAMS ST NE,45.001471,-93.25631899999999,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1724 ADAMS ST NE,45.005989,-93.256445,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1724 ADAMS ST NE,45.006073,-93.25657199999999,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1728 ADAMS ST NE,45.006132,-93.256751,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1730 ADAMS ST NE,45.006153999999995,-93.256822,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1716 ADAMS ST NE,45.005590000000005,-93.256344,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1714 ADAMS ST NE,45.005629,-93.256344,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1712 ADAMS ST NE,45.005512,-93.256286,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1704 ADAMS ST NE,45.005315,-93.256314,1,Northeast,Logan Park,2,2,01/29/2019,00:00,Quincy
1628 6TH ST NE,45.005184,-93.258912,3,Northeast,Sheridan,2,2,01/29/2019,00:00,Quincy
1628 6TH ST NE,45.004979999999996,-93.258894,3,Northeast,Sheridan,2,2,01/29/2019,00:00,Quincy
1620 6TH ST NE,45.00484,-93.258896,3,Northeast,Sheridan,2,2,01/29/2019,00:00,Quincy
4010 COLFAX AVE S,44.9301,-93.292108,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
4002 COLFAX AVE S,44.930156,-93.292201,10,Southwest,East Harriet,5,2,01/29/2019,00:00,Quincy
3002 COLFAX AVE S,44.947821000000005,-93.291933,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3010 COLFAX AVE S,44.947831,-93.292045,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3108 COLFAX AVE S,44.946034000000004,-93.29178399999999,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3120 COLFAX AVE S,44.945568,-93.291914,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3124 COLFAX AVE S,44.945499,-93.29195,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3136 COLFAX AVE S,44.945209999999996,-93.291779,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3216 COLFAX AVE S,44.943929,-93.292062,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3220 COLFAX AVE S,44.943769,-93.2921,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3340 COLFAX AVE S,44.941712,-93.291834,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3350 COLFAX AVE S,44.941555,-93.29185799999999,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3352 COLFAX AVE S,44.941638,-93.291837,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3406 COLFAX AVE S,44.940917999999996,-93.292056,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3408 COLFAX AVE S,44.940940000000005,-93.29203100000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3410 COLFAX AVE S,44.940874,-93.291997,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3412 COLFAX AVE S,44.940816,-93.292062,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3424 COLFAX AVE S,44.940502,-93.292025,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3430 COLFAX AVE S,44.940109,-93.29185600000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3436 COLFAX AVE S,44.940174,-93.291844,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3444 COLFAX AVE S,44.93985,-93.291885,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3448 COLFAX AVE S,44.939822,-93.291905,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3502 COLFAX AVE S,44.939422,-93.292179,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
882 18TH AVE SE,44.9862,-93.226972,2,University,Como,4,2,01/29/2019,00:00,Quincy
908 18TH AVE SE,44.986952,-93.22694,2,University,Como,4,2,01/29/2019,00:00,Quincy
918 18TH AVE SE,44.987178,-93.22694200000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
920 18TH AVE SE,44.987372,-93.226973,2,University,Como,4,2,01/29/2019,00:00,Quincy
1504 BROOK AVE SE,44.986596,-93.229979,2,University,Como,4,2,01/29/2019,00:00,Quincy
1524 BROOK AVE SE,44.98656,-93.229003,2,University,Como,4,2,01/29/2019,00:00,Quincy
1710 ROLLINS AVE SE,44.985365,-93.228002,2,University,Como,4,2,01/29/2019,00:00,Quincy
1020 17TH AVE SE,44.988599,-93.228251,1,University,Como,4,2,01/29/2019,00:00,Quincy
1094 16TH AVE SE,44.990681,-93.22953100000001,1,University,Como,4,2,01/29/2019,00:00,Quincy
1146 15TH AVE SE,44.992266,-93.230752,1,University,Como,2,2,01/29/2019,00:00,Quincy
1124 15TH AVE SE,44.991669,-93.230775,1,University,Como,2,2,01/29/2019,00:00,Quincy
1112 15TH AVE SE,44.991122999999995,-93.230767,1,University,Como,4,2,01/29/2019,00:00,Quincy
1050 16TH AVE SE,44.989176,-93.229487,1,University,Como,4,2,01/29/2019,00:00,Quincy
1014 16TH AVE SE,44.988338,-93.22949,1,University,Como,4,2,01/29/2019,00:00,Quincy
1030 15TH AVE SE,44.988837,-93.230816,1,University,Como,4,2,01/29/2019,00:00,Quincy
1046 15TH AVE SE,44.989263,-93.23080300000001,1,University,Como,4,2,01/29/2019,00:00,Quincy
1162 14TH AVE SE,44.992691,-93.232047,1,University,Como,2,2,01/29/2019,00:00,Quincy
1168 14TH AVE SE,44.992917,-93.232062,1,University,Como,2,2,01/29/2019,00:00,Quincy
1174 14TH AVE SE,44.993066,-93.232067,1,University,Como,2,2,01/29/2019,00:00,Quincy
1102 13TH AVE SE,44.990894,-93.233323,2,University,Como,4,2,01/29/2019,00:00,Quincy
1048 13TH AVE SE,44.989258,-93.233329,2,University,Como,4,2,01/29/2019,00:00,Quincy
1030 13TH AVE SE,44.988758000000004,-93.233328,2,University,Como,4,2,01/29/2019,00:00,Quincy
1018 13TH AVE SE,44.98843,-93.233337,2,University,Como,4,2,01/29/2019,00:00,Quincy
1010 13TH AVE SE,44.988133000000005,-93.233304,2,University,Como,4,2,01/29/2019,00:00,Quincy
1034 14TH AVE SE,44.988831,-93.232066,2,University,Como,4,2,01/29/2019,00:00,Quincy
1030 14TH AVE SE,44.988686,-93.23205899999999,2,University,Como,4,2,01/29/2019,00:00,Quincy
1230 BROOK AVE SE,44.986999,-93.23366,2,University,Como,4,2,01/29/2019,00:00,Quincy
3610 5TH AVE S,44.937651,-93.26889200000001,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3520 5TH AVE S,44.939111,-93.268975,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3500 5TH AVE S,44.939494,-93.26899499999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3440 5TH AVE S,44.940265000000004,-93.268957,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3300 5TH AVE S,44.943039,-93.268836,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3244 5TH AVE S,44.943397999999995,-93.26898100000001,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3212 5TH AVE S,44.944520000000004,-93.268941,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3124 5TH AVE S,44.945825,-93.268961,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3106 5TH AVE S,44.94642,-93.26909599999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3044 5TH AVE S,44.947015,-93.26920799999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3018 CLINTON AVE S,44.947331,-93.271804,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
